code_etab;secteur;cisco;commune;zap;fokontany;nom_etab;x;y;resultat_global;nb_ENF;nb_Ens_foncts;nb_PA_NonFonct;nb_PA_Fonct;nb_Bénevoles;effectif_total_Personnels;LAPEN;MAPEN;BAC;BTS;M1;M2;INGENIEUR;DEA;DOCTORAT;Inf_Bacc;Nom_prenoms_DIR;Contact_DIR;adresse_Etab;nb_classe_petite_section;nb_classe_moyenne_section;nb_classe_grande_section;nb_classe_12em;nb_classe_11em;nb_classe_10em;nb_classe_9em;nb_classe_8em;nb_classe_7em;nb_classe_6em;nb_classe_5em;nb_classe_4em;nb_classe_3em;nb_seconde;nb_Pr_A;nb_Pr_C;nb_Pr_D;nb_Pr_L;nb_Pr_OSE;nb_Pr_S;nb_Pr_tot;nb_T_A;nb_Pr_T_C;nb_T_D;nb_T_L;nb_T_S;nb_T_OSE;nb_T_tot;taux-bacc-A1;taux-bacc-A2;taux-bacc-C;taux-bacc-D;taux-bacc-L;taux-bacc-OSE;taux-bacc-S;Montant_caisse-ecole;rapport_utilisation_caisse_ecole
114041040;Privée;FARATSIHO;FARATSIHO;FARATSIHO;FARATSIHO;LYCEE FJKM AMBOHIMAHATAZANA FARATSIHO;46,95047754;-19,41022186;46,86%;7;0;0;0;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114041041;Privée;FARATSIHO;FARATSIHO;FARATSIHO;FARATSIHO;LYCEE PRIVE ANGLICAN EDWARD OLIVIER MAC MAHON FARATSIHO;46,95183834;-19,4038476;46,86%;7;0;0;0;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114041042;Privée;FARATSIHO;FARATSIHO;FARATSIHO;FARATSIHO;LYCEE PRIVE LUTHERIEN FARATSIHO;46,94977379;-19,41030282;46,86%;7;0;0;0;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114041054;Privée;FARATSIHO;FARATSIHO;FARATSIHO;FARATSIHO;COLLEGE SAINT PAUL FARATSIHO;46,95145221;-19,40803587;46,86%;12;0;0;0;0;12;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114041073;Privée;FARATSIHO;FARATSIHO;FARATSIHO;FARATSIHO;LYCEE PRIVE LE MAGNOLIA FARATSIHO;46,95303098;-19,41308358;46,86%;6;0;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114050037;Publique;FARATSIHO;MIANDRARIVO;MIANDRARIVO;MIANDRARIVO;LYCEE MIANDRARIVO;46,74901311;-19,43216862;46,86%;6;11;0;3;0;20;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114051045;Privée;FARATSIHO;MIANDRARIVO;MIANDRARIVO;MIANDRARIVO;LYCEE PRIVE FANANTENANA MIANDRARIVO;46,75736595;-19,44176059;46,86%;9;0;0;0;0;9;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114060018;Publique;FARATSIHO;RAMAINANDRO;RAMAINANDRO;RAMAINANDRO;LYCEE RAMAINANDRO;47,0048985;-19,29357694;46,86%;2;9;0;1;0;12;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114061027;Privée;FARATSIHO;RAMAINANDRO;RAMAINANDRO;MAROMENA;LYCEE PRIVE SOLEIL LEVANT ANALAHANTSANA;47,03737828;-19,35171997;46,86%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114061028;Privée;FARATSIHO;RAMAINANDRO;RAMAINANDRO;FIADANANA;LYCEE PRIVE DIANTANA FIADANANA;46,98222732;-19,3363758;46,86%;9;0;0;0;0;9;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114070017;Publique;FARATSIHO;VALABETOKANA;VALABETOKANA;AMBONILOHA;LYCEE VALABETOKANA;46,75658;-19,48152;46,86%;7;0;0;0;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114090028;Publique;FARATSIHO;VINANINONY SUD;VINANINONY SUD;TSARAZAFY;LYCEE VINANINONY SUD;46,93842186;-19,53748388;46,86%;5;13;1;2;1;22;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114091012;Privée;FARATSIHO;VINANINONY SUD;VINANINONY SUD;TSARAZAFY;COLLEGE PRIVE CATHOLIQUE SAINTE CATHERINE TSARAZAFY;46,94376902;-19,5446804;46,86%;6;0;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;033 08 230 77;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114091030;Privée;FARATSIHO;VINANINONY SUD;VINANINONY SUD;TSARAZAFY;LYCEE PRIVE FJKM FIHAVAOZANA TSARAZAFY;46,94682773;-19,54335198;46,86%;2;0;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114091040;Privée;FARATSIHO;VINANINONY SUD;VINANINONY SUD;TSARAZAFY;LYCEE PRIVE FANANTENANA VINANINONY ATSIMO;46,94186012;-19,543285;46,86%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114100010;Publique;FARATSIHO;FARAVOHITRA;VINANINONY NORD;FARAVOHITRA;LYCEE FARAVOHITRA;47,01807189;-19,4763123;46,86%;10;8;1;1;0;20;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
114101013;Privée;FARATSIHO;FARAVOHITRA;VINANINONY NORD;FARAVOHITRA;LYCEE PRIVE MAHATSINJO;47,01645863;-19,47725175;46,86%;5;0;1;0;1;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;47,21%;51,54%;25,00%;36,06%;65,25%;39,24%;18,12%;;
120010029;Publique;MANDOTO;MANDOTO;MANDOTO;MANDOTO;LYCEE MANDOTO;46,30585358;-19,57403648;63,54%;0;22;1;2;0;25;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;65,25%;79,66%;48,89%;;
120011006;Privée;MANDOTO;MANDOTO;MANDOTO;MANDOTO;LYCEE PRIVE LUTHERIEN NILS HELLE MANDOTO;46,28610601;-19,57965552;63,54%;6;0;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;84,68%;79,66%;48,89%;;
120011007;Privée;MANDOTO;MANDOTO;MANDOTO;MANDOTO;LYCEE PRIVE SAINT PIERRE MANDOTO;46,283929;-19,57705193;63,54%;11;0;0;0;0;11;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;84,68%;79,66%;48,89%;;
120050023;Publique;MANDOTO;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA II;LYCEE ANKAZOMIRIOTRA;46,5366;-19,66123;63,54%;1;20;0;2;0;23;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;84,68%;79,66%;48,89%;;
120051001;Privée;MANDOTO;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA;LYCEE PRIVE LUTHERIEN ANKAZOMIRIOTRA;46,53156924;-19,66305548;63,54%;8;0;0;0;0;8;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;84,68%;79,66%;48,89%;;
120051002;Privée;MANDOTO;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA;LYCEE PRIVE CATHOLIQUE SAINT MICHEL ANKAZOMIRIOTRA;46,52749267;-19,6570612;63,54%;11;0;0;0;0;11;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;84,68%;79,66%;48,89%;;
120051009;Privée;MANDOTO;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA II;LYCEE PRIVE FJKM FANDROSOANA;46,53943986;-19,65601928;63,54%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;84,68%;79,66%;48,89%;;
120051010;Privée;MANDOTO;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA;ANKAZOMIRIOTRA II;LYCEE PRIVE MAHATEHOTIA;46,53260916;-19,66098512;63,54%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;84,68%;79,66%;48,89%;;
120121001;Privée;MANDOTO;MAROMANDRAY;MAROMANDRAY;MAROMANDRAY;LYCEE PRIVE MIKOLO;46,40236219;-19,58825379;63,54%;8;0;0;0;0;8;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;50,00%;56,82%;0,00%;56,06%;84,68%;79,66%;48,89%;;
