code_etab;secteur;cisco;commune;zap;fokontany;nom_etab;x;y;resultat_global;nb_ENF;nb_Ens_foncts;nb_PA_NonFonct;nb_PA_Fonct;nb_Benevoles;effectif_total_Personnels;LAPEN;MAPEN;BAC;BTS;M1;M2;INGENIEUR;DEA;DOCTORAT;Inf_Bacc;Nom_prenoms_DIR;Contact_DIR;adresse_Etab;nb_classe_petite_section;nb_classe_moyenne_section;nb_classe_grande_section;nb_classe_12em;nb_classe_11em;nb_classe_10em;nb_classe_9em;nb_classe_8em;nb_classe_7em;nb_classe_6em;nb_classe_5em;nb_classe_4em;nb_classe_3em;nb_seconde;nb_Pr_A;nb_Pr_C;nb_Pr_D;nb_Pr_L;nb_Pr_OSE;nb_Pr_S;nb_Pr_tot;nb_T_A;nb_Pr_T_C;nb_T_D;nb_T_L;nb_T_S;nb_T_OSE;nb_T_tot;taux-bacc-A1;taux-bacc-A2;taux-bacc-C;taux-bacc-D;taux-bacc-L;taux-bacc-OSE;taux-bacc-S;Montant_caisse-ecole;rapport_utilisation_caisse_ecole
104140007;Publique;AMBATOLAMPY;MANJAKATOMPO;MANJAKATOMPO;AMBOHIPIHAONANA;EPP TSIODANY;47,40793597;-19,33520381;86,02%;0;0;0;0;0;0;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104030008;Publique;AMBATOLAMPY;AMBATONDRAKALAVAO;AMBATONDRAKALAVAO;VATOVANDANA II;EPP VATOVANDANA II;47,53505497;-19,50710261;86,02%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021033;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;AMBANIMASO I;INSTITUTION MARTHE HERVEE;47,43870485;-19,38005601;86,02%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021019;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;BEMASOANDRO EST;LYCEE PRIVE ADVENTISTE BEMASOANDRO EST AMBATOLAMPY;47,431044;-19,3876595;86,02%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104121002;Privée;AMBATOLAMPY;BEHENJY;BEHENJY;BEHENJY CENTRE;LYCEE PRIVE CATHOLIQUE SACRE-COEUR DE JESUS BEHENJY;47,48540216;-19,20917988;86,02%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021003;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;HAUTE VILLE;LYCEE PRIVE FJKM AMBATOLAMPY;47,4334634;-19,37989659;86,02%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021012;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;HAUTE VILLE;LYCEE PRIVE JASCO;47,43161257;-19,3794611;86,02%;1;1;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021016;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;BEMASOANDRO EST;LYCEE PRIVE SANDRAVAL;47,43347166;-19,3903941;86,02%;6;0;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104191015;Privée;AMBATOLAMPY;ANTANAMALAZA;ANTANAMALAZA;ANTANAMALAZA;SEKOLY FITSIMBINANA;47,62710426;-19,42653697;86,02%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021020;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;AMBANIMASO II;SEKOLY FJKM ANJANAMIHOATRA;47,44866517;-19,39209643;86,02%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104101006;Privée;AMBATOLAMPY;ANTANIMASAKA;ANTANIMASAKA;ANGODONGODONA;SEKOLY LOTERANA MALAGASY FIKOLOANA ANDOHOMBY;47,56730071;-19,43242641;86,02%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104181025;Privée;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;AMBOHIKAMBANA EST;SEKOLY LOTERANA MALAGASY MAHATSARA;47,67729817;-19,64351104;86,02%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109091001;Privée;ANTANIFOTSY;ANTANIFOTSY;ANTANIFOTSY I;ANTANIFOTSY;CAP LES JOYEUX CARILLONS;47,324254;-19,6612787;81,87%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109071016;Privée;ANTANIFOTSY;AMPITATAFIKA;AMPITATAFIKA I;AMBOHIMANDROSO SUD;COLLEGE LUTHERIEN AMBOHIMANDROSO SUD;47,40915;-19,56152;81,87%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109021008;Privée;ANTANIFOTSY;AMBATOMIADY;AMBATOMIADY II;ANTANETIKELY EST;COLLEGE LUTHERIEN PRIVE ANTANETIKELY;47,43780953;-19,64879183;81,87%;1;3;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109071020;Privée;ANTANIFOTSY;AMPITATAFIKA;AMPITATAFIKA I;MASOANDRO;COLLEGE PRIVE ANDRY;47,38100503;-19,56834596;81,87%;2;0;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109072502;Privée;ANTANIFOTSY;AMPITATAFIKA;AMPITATAFIKA I;TSARAHONENANA;COLLEGE PRIVE ANJARASOA TSARAHONENANA;???;???;81,87%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109071004;Privée;ANTANIFOTSY;AMPITATAFIKA;AMPITATAFIKA II;ANDOANTANY;COLLEGE PRIVE CATHOLIQUE NOTRE DAME DE LA SALETTE ANDAONTANY;47,3217611;-19,54226469;81,87%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109111014;Privée;ANTANIFOTSY;ANTSAMPANDRANO;ANTSAMPANDRANO I;ANTSAMPANDRANO;COLLEGE PRIVE CATHOLIQUE NOTRE DAME DE LA SALETTE ANTSAMPANDRANO;47,57408;-19,95418;81,87%;3;9;0;0;0;12;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109091025;Privée;ANTANIFOTSY;ANTANIFOTSY;ANTANIFOTSY I;AMBOHIMANATRIKA;COLLEGE PRIVE CATHOLIQUE NOTRE DAME DE LOURDES AMBATOHARANANA;47,31655582;-19,59285747;81,87%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109031005;Privée;ANTANIFOTSY;AMBATOTSIPIHINA;AMBATOTSIPIHINA I;AMBATOTSIPIHINA CENTRE;COLLEGE PRIVE CATHOLIQUE SAINT ANGE GABRIEL AMBATOTSIPIHINA CENTRE;47,34151669;-19,51805997;81,87%;2;0;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109101007;Privée;ANTANIFOTSY;ANTSAHALAVA;ANTSAHALAVA I;AMBOATAVO;COLLEGE PRIVE CATHOLIQUE SAINT PIERRE AMBOATAVO;47,44949853;-19,58205764;81,87%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109101001;Privée;ANTANIFOTSY;ANTSAHALAVA;ANTSAHALAVA I;SOAFIRAISANA;COLLEGE PRIVE CATHOLIQUE SAINTE ANNE AMBATOTOKANA;47,45654305;-19,55870111;81,87%;3;5;0;0;0;8;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109091035;Privée;ANTANIFOTSY;ANTANIFOTSY;ANTANIFOTSY I;TSARAFARA;COLLEGE PRIVE LE BONHEUR;47,34776859;-19,59870852;81,87%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109031014;Privée;ANTANIFOTSY;AMBATOTSIPIHINA;AMBATOTSIPIHINA I;AMBATOTSIPIHINA OUEST;COLLEGE SAINT JEAN BOSCO MORARANO AMBATOTSIPIHINA OUEST;47,32457208;-19,50999801;81,87%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109071013;Privée;ANTANIFOTSY;AMPITATAFIKA;AMPITATAFIKA I;AMBOAFOTSY;COLLEGE SAINT PIERRE AMBOAFOTSY;47,42615;-19,61502;81,87%;2;5;0;0;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109071015;Privée;ANTANIFOTSY;AMPITATAFIKA;AMPITATAFIKA I;AMBONIVARY;COLLEGE SAINT SAMSON AMBONIVARY;47,39363333;-19,5965082;81,87%;10;0;0;0;0;10;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109121001;Privée;ANTANIFOTSY;BELANITRA;BELANITRA;AMBATOHARANANA;ECOLE CATHOLIQUE DON BOSCO AMBATOHARANANA II;47,69189595;-19,71885438;81,87%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109121002;Privée;ANTANIFOTSY;BELANITRA;BELANITRA;BEFOTAKA;ECOLE CATHOLIQUE SAINT BERNARD BEFOTAKA;47,76668;-19,75237;81,87%;1;18;0;0;0;19;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109110035;Publique;ANTANIFOTSY;ANTSAMPANDRANO;ANTSAMPANDRANO III;AMBATODIDY SUD;ECOLE COMMUNAUTAIRE AMBALANDRIANIFEFY;47,59954728;-20,03658926;81,87%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109050030;Publique;ANTANIFOTSY;AMBOHIMANDROSO;AMBOHIMANDROSO II;AMBALAVAO;ECOLE COMMUNAUTAIRE AMBALAVAO;47,39189934;-19,46559392;81,87%;3;3;0;1;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109090003;Publique;ANTANIFOTSY;ANTANIFOTSY;ANTANIFOTSY III;AMBALAVAO;ECOLE COMMUNAUTAIRE AMBALAVAO;47,26721568;-19,68178186;81,87%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109070027;Publique;ANTANIFOTSY;AMPITATAFIKA;AMPITATAFIKA I;AMBATOASANA;ECOLE COMMUNAUTAIRE AMBATOASANA;47,43422973;-19,59739321;81,87%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109110046;Publique;ANTANIFOTSY;ANTSAMPANDRANO;ANTSAMPANDRANO I;ANTSAMPANDRANO;ECOLE COMMUNAUTAIRE AMBATOBE;47,59324674;-19,94009888;81,87%;3;3;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109130001;Publique;ANTANIFOTSY;ANJAMANGA;ANJAMANGA;AMBODIRAHANA;ECOLE COMMUNAUTAIRE AMBATOBE;47,19988;-19,61495;81,87%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109010010;Publique;ANTANIFOTSY;AMBATOLAHY;AMBATOLAHY;AMBATOMALAZA;ECOLE COMMUNAUTAIRE AMBATOMALAZA;47,23889467;-19,7670576;81,87%;4;4;0;0;0;8;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109030017;Publique;ANTANIFOTSY;AMBATOTSIPIHINA;AMBATOTSIPIHINA II;ANALAMANA;ECOLE COMMUNAUTAIRE AMBATOMENA;47,30591234;-19,47453349;81,87%;2;0;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109120018;Publique;ANTANIFOTSY;BELANITRA;BELANITRA;BEFOTAKA;ECOLE COMMUNAUTAIRE AMBATOSIRA;47,78714004;-19,75802268;81,87%;1;4;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109120027;Publique;ANTANIFOTSY;BELANITRA;BELANITRA;ANTENINA;ECOLE COMMUNAUTAIRE AMBATOSIRA SAHANDRAZANA;47,85132921;-19,75599372;81,87%;0;5;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109060054;Publique;ANTANIFOTSY;AMBOHITOMPOINA;AMBOHITOMPOINA I;ANDRANOFADY;ECOLE COMMUNAUTAIRE AMBATOSOMONINA NORD;47,63752896;-19,83058543;81,87%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109090004;Publique;ANTANIFOTSY;SOAMANANDRARINY;SOAMANANDRARINY;AMBILONA I;ECOLE COMMUNAUTAIRE AMBILONA I;47,27770972;-19,64860966;81,87%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109060050;Publique;ANTANIFOTSY;AMBOHITOMPOINA;AMBOHITOMPOINA III;ANTANJOMBOLAMENA;ECOLE COMMUNAUTAIRE AMBODIRIANA;47,71549033;-19,89419463;81,87%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109120032;Publique;ANTANIFOTSY;BELANITRA;BELANITRA;AMBATOTOKANA;ECOLE COMMUNAUTAIRE AMBODIRIANA;47,68431398;-19,73968784;81,87%;1;4;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109020020;Publique;ANTANIFOTSY;AMBATOMIADY;AMBATOMIADY I;AMBOHIBARY;ECOLE COMMUNAUTAIRE AMBOHIBARY;47,42459265;-19,70317157;81,87%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109110044;Publique;ANTANIFOTSY;ANTSAMPANDRANO;ANTSAMPANDRANO I;AMBOHIMITSARA;ECOLE COMMUNAUTAIRE AMBOHIKAMBANA;47,69447449;-19,90550894;81,87%;2;4;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109110059;Publique;ANTANIFOTSY;ANTSAMPANDRANO;ANTSAMPANDRANO III;ANKOVOTRA;ECOLE COMMUNAUTAIRE AMBOHIMAHASOA;47,5024729;-19,98623864;81,87%;1;3;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109140001;Publique;ANTANIFOTSY;SOAMANANDRARINY;SOAMANANDRARINY;ANOSILEHIBE;ECOLE COMMUNAUTAIRE AMBOHIMAHATSINJO;47,22215192;-19,62665018;81,87%;2;1;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109110004;Publique;ANTANIFOTSY;ANTSAMPANDRANO;ANTSAMPANDRANO I;TSIKALAKALAINA;ECOLE COMMUNAUTAIRE AMBOHIMANARINA;47,67894714;-19,9668006;81,87%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109120001;Publique;ANTANIFOTSY;BELANITRA;BELANITRA;ANKADIVORY;ECOLE COMMUNAUTAIRE AMBOHIMANASOA;47,77694588;-19,78761516;81,87%;2;1;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109060056;Publique;ANTANIFOTSY;AMBOHITOMPOINA;AMBOHITOMPOINA I;AMBOHIMANDROSO ILAKA;ECOLE COMMUNAUTAIRE AMBOHIMANATRIKA;47,53241577;-19,76952777;81,87%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109090069;Publique;ANTANIFOTSY;ANTANIFOTSY;ANTANIFOTSY I;AMBOHIMANATRIKA;ECOLE COMMUNAUTAIRE AMBOHIMANATRIKA;47,32195114;-19,59389196;81,87%;5;0;0;1;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109090005;Publique;ANTANIFOTSY;ANTANIFOTSY;ANTANIFOTSY III;ANTANIKATSAKA;ECOLE COMMUNAUTAIRE AMBOHIMANDROSO;47,20990772;-19,68048028;81,87%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109060002;Publique;ANTANIFOTSY;AMBOHITOMPOINA;AMBOHITOMPOINA I;ANTSAHONDRA;ECOLE COMMUNAUTAIRE AMBOHIMANGA;47,55638075;-19,68612135;81,87%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109010002;Publique;ANTANIFOTSY;AMBATOLAHY;AMBATOLAHY;AMBOLAVOLA;ECOLE COMMUNAUTAIRE AMBOLAVOLA;47,31692735;-19,76687387;81,87%;1;0;0;0;0;1;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109070032;Publique;ANTANIFOTSY;AMPITATAFIKA;AMPITATAFIKA I;AMBONIVARY;ECOLE COMMUNAUTAIRE AMBONIVARY;47,39802168;-19,59361802;81,87%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109050028;Publique;ANTANIFOTSY;AMBOHIMANDROSO;AMBOHIMANDROSO II;AMBOROMANGA TSARAMANDROSO;ECOLE COMMUNAUTAIRE AMBOROMANGA TSARAMANDROSO;47,30480611;-19,42709044;81,87%;3;1;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109060053;Publique;ANTANIFOTSY;AMBOHITOMPOINA;AMBOHITOMPOINA I;AMPASIKA;ECOLE COMMUNAUTAIRE AMPASIKA CENTRE;47,6137983;-19,69840887;81,87%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109120031;Publique;ANTANIFOTSY;BELANITRA;BELANITRA;FISORONANA;ECOLE COMMUNAUTAIRE AMPOLOMITA;47,77860084;-19,78350965;81,87%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109110005;Publique;ANTANIFOTSY;ANTSAMPANDRANO;ANTSAMPANDRANO II;AMPONGAVATO;ECOLE COMMUNAUTAIRE AMPONGAVATO;47,54660137;-19,88657298;81,87%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109110040;Publique;ANTANIFOTSY;ANTSAMPANDRANO;ANTSAMPANDRANO I;AMBOHIMITSARA;ECOLE COMMUNAUTAIRE AMPOTAKELY;47,67565166;-19,89716906;81,87%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109050020;Publique;ANTANIFOTSY;AMBOHIMANDROSO;AMBOHIMANDROSO II;AMBOROMANGA TSARAMANDROSO;ECOLE COMMUNAUTAIRE ANALABE TSARAMANDROSO;47,30102707;-19,4291872;81,87%;1;6;0;0;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109020002;Publique;ANTANIFOTSY;AMBATOMIADY;AMBATOMIADY I;ANALAMBATO;ECOLE COMMUNAUTAIRE ANALAMBANO;47,40424615;-19,67663264;81,87%;1;1;1;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109120025;Publique;ANTANIFOTSY;BELANITRA;BELANITRA;BEFOTAKA;ECOLE COMMUNAUTAIRE ANDASIMAFANA;47,76967062;-19,76081874;81,87%;1;3;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
109080002;Publique;ANTANIFOTSY;ANDRANOFITO;ANDRANOFITO;ANDRANOFITO;ECOLE COMMUNAUTAIRE ANDRANOFITO NORD;47,4256723;-19,77341726;81,87%;6;0;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
