code_etab;secteur;cisco;commune;zap;fokontany;nom_etab;x;y;resultat_global;nb_ENF;nb_Ens_foncts;nb_PA_NonFonct;nb_PA_Fonct;nb_Benevoles;effectif_total_Personnels;LAPEN;MAPEN;BAC;BTS;M1;M2;INGENIEUR;DEA;DOCTORAT;Inf_Bacc;Nom_prenoms_DIR;Contact_DIR;adresse_Etab;nb_classe_petite_section;nb_classe_moyenne_section;nb_classe_grande_section;nb_classe_12em;nb_classe_11em;nb_classe_10em;nb_classe_9em;nb_classe_8em;nb_classe_7em;nb_classe_6em;nb_classe_5em;nb_classe_4em;nb_classe_3em;nb_seconde;nb_Pr_A;nb_Pr_C;nb_Pr_D;nb_Pr_L;nb_Pr_OSE;nb_Pr_S;nb_Pr_tot;nb_T_A;nb_Pr_T_C;nb_T_D;nb_T_L;nb_T_S;nb_T_OSE;nb_T_tot;taux-bacc-A1;taux-bacc-A2;taux-bacc-C;taux-bacc-D;taux-bacc-L;taux-bacc-OSE;taux-bacc-S;Montant_caisse-ecole;rapport_utilisation_caisse_ecole
104021001;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;HAUTE VILLE;ASSOCIATION KOLOINA;47,43189252;-19,3777969;86,02%;4;1;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021002;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;HAUTE VILLE;CAP KOLOINA MITSINJO;47,42861856;-19,37362862;86,02%;1;1;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104131001;Privée;AMBATOLAMPY;ANDRIANTSIVALANA;BELAMBO FIRAISANA;ALAROBIA VAOVAO;COLLEGE PRIVE CATHOLIQUE ANDRAIDRAIKA;47,53865515;-19,31249783;86,02%;14;0;0;0;0;14;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104101005;Privée;AMBATOLAMPY;ANTANIMASAKA;ANTANIMASAKA;AMBOHIDRAFY;COLLEGE PRIVE CATHOLIQUE NOTRE DAME DE LOUDES AMBOHIDRAFY;47,53644697;-19,42031417;86,02%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104031004;Privée;AMBATOLAMPY;AMBATONDRAKALAVAO;AMBATONDRAKALAVAO;VATOVANDANA II;COLLEGE PRIVE CATHOLIQUE SAINT ANDRE VATOVANDANA II;47,53565087;-19,49817377;86,02%;1;6;0;0;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104131002;Privée;AMBATOLAMPY;BELAMBO FIRAISANA;BELAMBO FIRAISANA;BELAMBO ANDAPA;COLLEGE PRIVE CATHOLIQUE SAINT JOSEPH BELAMBO;47,52044388;-19,40355467;86,02%;5;0;1;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021004;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;HAUTE VILLE;COLLEGE PRIVE LA PROVIDENCE;47,42982394;-19,37887007;86,02%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104050101;Privée;AMBATOLAMPY;AMBOHIPIHAONANA;AMBOHIPIHAONANA;AMBOHIPIHAONANA;COLLEGE PRIVE MADA ESPOIR;47,41328;-19,44533;86,02%;0;5;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104061001;Privée;AMBATOLAMPY;ANDRANOVELONA;ANDRANOVELONA;ANTANETIBE OUEST;COLLEGE PRIVE SAINT JOSEPH ANTANETIBE;47,56363122;-19,65430422;86,02%;2;9;0;0;0;11;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104051001;Privée;AMBATOLAMPY;AMBOHIPIHAONANA;AMBOHIPIHAONANA;AMBOHIPIHAONANA;COLLEGE PRIVE SAINT JOSEPH IHAZOLAVA;47,41651796;-19,45096077;86,02%;1;4;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104111001;Privée;AMBATOLAMPY;ANTSAMPANDRANO;ANTSAMPANDRANO;ANTSAMPANDRANO;COLLEGE PRIVE SAINTE CECILE ANTSAMPANDRANO;47,59208487;-19,54226259;86,02%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104090013;Publique;AMBATOLAMPY;ANTAKASINA;ANTAKASINA;AMBOLOLONDRANO;ECOLE COMMUNAUTAIRE AMAIMBO;47,69654057;-19,47533104;86,02%;1;2;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104190013;Publique;AMBATOLAMPY;ANTANAMALAZA;ANTANAMALAZA;ANDRIAMBE;ECOLE COMMUNAUTAIRE AMBALABE;47,70195532;-19,45110203;86,02%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104170002;Publique;AMBATOLAMPY;TSIAFAJAVONA ANKARATRA;TSIAFAJAVONA ANKARATRA;AMBATOMAINTY;ECOLE COMMUNAUTAIRE AMBATOMAINTY;47,32106186;-19,39470851;86,02%;2;0;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104090012;Publique;AMBATOLAMPY;ANTAKASINA;ANTAKASINA;ANDAVAKITSIKITSIKA;ECOLE COMMUNAUTAIRE AMBATOVIKININA BEVY;47,81368151;-19,57119276;86,02%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180028;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;SOAMANANDRARINY;ECOLE COMMUNAUTAIRE AMBOAKAZO;47,80942901;-19,6064549;86,02%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180003;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;ANTANJONDAVA;ECOLE COMMUNAUTAIRE AMBOATSEHATRA;47,62349823;-19,59422255;86,02%;5;3;0;0;0;8;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104090014;Publique;AMBATOLAMPY;ANTAKASINA;ANTAKASINA;ANDAVAKITSIKITSIKA;ECOLE COMMUNAUTAIRE AMBODIRIANA;47,75295526;-19,54922791;86,02%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104100005;Publique;AMBATOLAMPY;ANTANIMASAKA;ANTANIMASAKA;AMBOHIDRAFY;ECOLE COMMUNAUTAIRE AMBOHIDRAFY;47,53773432;-19,4262785;86,02%;3;1;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104120024;Publique;AMBATOLAMPY;BEHENJY;BEHENJY;AMBOHIDRANO NORD;ECOLE COMMUNAUTAIRE AMBOHIDRANO NORD;47,48733225;-19,15559544;86,02%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180004;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;AMBOHIKAMBANA EST;ECOLE COMMUNAUTAIRE AMBOHIKAMBANA CENTRE;47,69325588;-19,63795488;86,02%;6;0;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104130002;Publique;AMBATOLAMPY;BELAMBO FIRAISANA;BELAMBO FIRAISANA;AMBOHIPENO;ECOLE COMMUNAUTAIRE AMBOHIPENO;47,49537774;-19,37597258;86,02%;1;0;0;0;0;1;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104110002;Publique;AMBATOLAMPY;ANTSAMPANDRANO;ANTSAMPANDRANO;MIARINARIVO;ECOLE COMMUNAUTAIRE AMBOHITRANJOMBA;47,65040798;-19,51074996;86,02%;4;0;2;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180002;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;ANTANDROKOMBY;ECOLE COMMUNAUTAIRE AMBONIAVARATRA;47,70985193;-19,61537724;86,02%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104060014;Publique;AMBATOLAMPY;ANDRANOVELONA;ANDRANOVELONA;AVARATSENA;ECOLE COMMUNAUTAIRE AMPASIKA;47,61505785;-19,69531791;86,02%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104190002;Publique;AMBATOLAMPY;ANTANAMALAZA;ANTANAMALAZA;AMBOHIMASINA;ECOLE COMMUNAUTAIRE AMPILANONANA;47,64801214;-19,45366738;86,02%;1;2;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104090002;Publique;AMBATOLAMPY;ANTAKASINA;ANTAKASINA;ANKAZOMENA;ECOLE COMMUNAUTAIRE AMPISORONANA;47,76421446;-19,50421121;86,02%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104060015;Publique;AMBATOLAMPY;ANDRANOVELONA;ANDRANOVELONA;SAHAMANALONA;ECOLE COMMUNAUTAIRE ANALAKELY;47,6375584;-19,67178973;86,02%;4;1;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180026;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;ANTANDROKOMBY;ECOLE COMMUNAUTAIRE ANALAMASINA;47,74282208;-19,62077464;86,02%;1;3;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104170003;Publique;AMBATOLAMPY;TSIAFAJAVONA ANKARATRA;TSIAFAJAVONA ANKARATRA;AMBATOMAINTY;ECOLE COMMUNAUTAIRE ANALAMILONA;47,29817715;-19,39914076;86,02%;2;0;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180020;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;ANTANDROKOMBY;ECOLE COMMUNAUTAIRE ANDAKANDRANOVATO;47,77812972;-19,65244496;86,02%;3;2;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104090016;Publique;AMBATOLAMPY;ANTAKASINA;ANTAKASINA;AMBATOMAINTY;ECOLE COMMUNAUTAIRE ANDASIBE;47,72571622;-19,4753169;86,02%;1;4;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180021;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;ANTANDROKOMBY;ECOLE COMMUNAUTAIRE ANDASIHOTSAKA;47,79176408;-19,67614331;86,02%;1;3;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104090003;Publique;AMBATOLAMPY;ANTAKASINA;ANTAKASINA;ANDAVAKITSIKITSIKA;ECOLE COMMUNAUTAIRE ANDAVAKITSIKITSIKA;47,73518074;-19,54931514;86,02%;4;2;0;0;0;6;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104090004;Publique;AMBATOLAMPY;ANTAKASINA;ANTAKASINA;AMBOLOLONDRANO;ECOLE COMMUNAUTAIRE ANDOHARIANA;47,65692584;-19,48383726;86,02%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104190003;Publique;AMBATOLAMPY;ANTANAMALAZA;ANTANAMALAZA;ANDRANGY NORD;ECOLE COMMUNAUTAIRE ANDRANGY NORD;47,60427614;-19,39227446;86,02%;1;2;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104140009;Publique;AMBATOLAMPY;MANJAKATOMPO;MANJAKATOMPO;TSARAMIAFARA;ECOLE COMMUNAUTAIRE ANDRANOLOAKA;47,41549967;-19,27704642;86,02%;0;0;0;0;0;0;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104060016;Publique;AMBATOLAMPY;ANDRANOVELONA;ANDRANOVELONA;AVARATSENA;ECOLE COMMUNAUTAIRE ANKADIVORY SUD;47,63484042;-19,6936522;86,02%;1;6;0;0;0;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104140008;Publique;AMBATOLAMPY;MANJAKATOMPO;MANJAKATOMPO;TSARAMIAFARA;ECOLE COMMUNAUTAIRE ANKERANA;47,41730338;-19,3066405;86,02%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104170004;Publique;AMBATOLAMPY;TSIAFAJAVONA ANKARATRA;TSIAFAJAVONA ANKARATRA;ANKOFAFA;ECOLE COMMUNAUTAIRE ANKOFAFA;47,38952891;-19,38268516;86,02%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104170015;Publique;AMBATOLAMPY;TSIAFAJAVONA ANKARATRA;TSIAFAJAVONA ANKARATRA;ANOSIARIVO;ECOLE COMMUNAUTAIRE ANTEZA;47,30159814;-19,3839798;86,02%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104060002;Publique;AMBATOLAMPY;ANDRANOVELONA;ANDRANOVELONA;MORARANO OUEST;ECOLE COMMUNAUTAIRE ANTSAHALAVA;47,6006978;-19,62288629;86,02%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104060901;Publique;AMBATOLAMPY;ANDRANOVELONA;ANDRANOVELONA;SAHAMANALONA;ECOLE COMMUNAUTAIRE ANTSAHALAVA EST;???;???;86,02%;1;1;0;0;0;2;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104190012;Publique;AMBATOLAMPY;ANTANAMALAZA;ANTANAMALAZA;ANTANAMALAZA;ECOLE COMMUNAUTAIRE BESETROKA;47,6540078;-19,43512151;86,02%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104110017;Publique;AMBATOLAMPY;ANTSAMPANDRANO;ANTSAMPANDRANO;ANTANIMBARITSARA;ECOLE COMMUNAUTAIRE EST ANKAFOTRA;47,61644432;-19,55553884;86,02%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104170005;Publique;AMBATOLAMPY;TSIAFAJAVONA ANKARATRA;TSIAFAJAVONA ANKARATRA;SOANIERANA;ECOLE COMMUNAUTAIRE IVOARY AMBIHY;47,35994993;-19,366145;86,02%;10;0;1;0;0;11;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104120002;Publique;AMBATOLAMPY;BEHENJY;BEHENJY;MANDADY;ECOLE COMMUNAUTAIRE MANDADY;47,49726208;-19,19324592;86,02%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104110016;Publique;AMBATOLAMPY;ANTSAMPANDRANO;ANTSAMPANDRANO;ANTANIMBARITSARA;ECOLE COMMUNAUTAIRE MANDROSOMIANDANA;47,65664219;-19,53139572;86,02%;3;0;1;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104160001;Publique;AMBATOLAMPY;SABOTSY NAMATOANA;SABOTSY NAMATOANA;TSIAZOMPANIRY;ECOLE COMMUNAUTAIRE MIDINDRONONO;47,3302322;-19,32196707;86,02%;4;0;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180024;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;AMBOHIKAMBANA EST;ECOLE COMMUNAUTAIRE MORARANO;47,67807772;-19,64242274;86,02%;2;2;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180005;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;ANTSAMPANDRANO LOVASOA;ECOLE COMMUNAUTAIRE RACHEL KING MAHATSINJO;47,73757775;-19,6614471;86,02%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104120021;Publique;AMBATOLAMPY;BEHENJY;BEHENJY;AMBOHIDRANO SUD;ECOLE COMMUNAUTAIRE SOAMANARIVO;47,46973681;-19,151282;86,02%;3;0;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180025;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;ANKAZOMENA;ECOLE COMMUNAUTAIRE SOAVIMASOANDRO;47,79458411;-19,65037526;86,02%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104190004;Publique;AMBATOLAMPY;ANTANAMALAZA;ANTANAMALAZA;ANDRIAMBE;ECOLE COMMUNAUTAIRE SUD DONGONA;47,70418589;-19,452654;86,02%;0;5;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180006;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;TAMIANA;ECOLE COMMUNAUTAIRE TAMIANA;47,71421099;-19,58243847;86,02%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104160013;Publique;AMBATOLAMPY;SABOTSY NAMATOANA;SABOTSY NAMATOANA;TSARAHONENANA;ECOLE COMMUNAUTAIRE TRIMOFOLOALINA I;47,35539188;-19,3181555;86,02%;9;0;1;0;0;10;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180007;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;SOAMANANDRARINY;ECOLE COMMUNAUTAIRE TSIAFABOKA;47,8269257;-19,59116327;86,02%;2;3;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104180008;Publique;AMBATOLAMPY;TSINJOARIVO;TSINJOARIVO;ANDRANOTOBAKA;ECOLE COMMUNAUTAIRE TSIMAHABEOMBY;47,72684446;-19,68653312;86,02%;1;4;1;0;1;7;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104051015;Privée;AMBATOLAMPY;AMBOHIPIHAONANA;AMBOHIPIHAONANA;AMBONDRONA;ECOLE PRIVEE ADVENTISTE FANANTENANA;47,38907;-19,43358;86,02%;1;2;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104161002;Privée;AMBATOLAMPY;SABOTSY NAMATOANA;SABOTSY NAMATOANA;BETLEHEMA;ECOLE PRIVEE CATHOLIQUE AMBATOHARANANA;47,34437236;-19,29581441;86,02%;15;0;0;0;0;15;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104051002;Privée;AMBATOLAMPY;AMBOHIPIHAONANA;AMBOHIPIHAONANA;ANDRANOFOTSY SAHAMADIO;ECOLE PRIVEE CATHOLIQUE AMBATOLAMPIKELY SAHAMADIO;47,47935272;-19,48223002;86,02%;1;3;0;0;0;4;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104021015;Privée;AMBATOLAMPY;AMBATOLAMPY;AMBATOLAMPY VILLE;AMBANIMASO II;ECOLE PRIVEE CATHOLIQUE AMBODIVONA;47,45577455;-19,39971922;86,02%;5;0;0;0;0;5;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
104061002;Privée;AMBATOLAMPY;ANDRANOVELONA;ANDRANOVELONA;AVARATSENA;ECOLE PRIVEE CATHOLIQUE AMBOLOTARA;47,63952412;-19,69987176;86,02%;1;2;0;0;0;3;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;;
